cluster;total_img;predominant_category;success_percent;homogeneity_k;entropy_k;category_llava;count
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;ACCOMMODATION;1
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;AIR ACTIVITIES;1
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;ANIMALS;224
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;BRIDGES;2
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;COMMERCE FACILITIES;1
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;HERITAGE AND CULTURE;1200
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;LANDFORMS;29
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;LIGHTHOUSE;1
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;NOT VALID;166
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;PLANTS;182
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;ROADS;9
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;SPIRITUAL OR SYMBOLIC AND RELATED CONNOTATIONS;2
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;TOWNS AND VILLAGES;10
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;TRACKS AND TRAILS;3
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;VEGETATION AND HABITATS;146
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;VEHICLE;6
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;WATER ACTIVITIES;2
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;WIND FARM;1
-1;1987;HERITAGE AND CULTURE;60.392551585304474;0.6039255158530448;1.951487277441296;WINTER ACTIVITIES;1
0;39;AIR ACTIVITIES;97.43589743589743;0.9743589743589743;0.17203694935311378;AIR ACTIVITIES;38
0;39;AIR ACTIVITIES;97.43589743589743;0.9743589743589743;0.17203694935311378;HERITAGE AND CULTURE;1
1;40;AIR ACTIVITIES;75.0;0.75;0.9285270228564532;AIR ACTIVITIES;30
1;40;AIR ACTIVITIES;75.0;0.75;0.9285270228564532;ANIMALS;9
1;40;AIR ACTIVITIES;75.0;0.75;0.9285270228564532;NOT VALID;1
2;89;ANIMALS;48.31460674157304;0.48314606741573035;1.4450520440578072;ANIMALS;43
2;89;ANIMALS;48.31460674157304;0.48314606741573035;1.4450520440578072;NOT VALID;37
2;89;ANIMALS;48.31460674157304;0.48314606741573035;1.4450520440578072;PLANTS;2
2;89;ANIMALS;48.31460674157304;0.48314606741573035;1.4450520440578072;VEGETATION AND HABITATS;7
3;35;VEHICLE;100.0;1.0;0.0;VEHICLE;35
4;13;NOT VALID;38.46153846153847;0.38461538461538464;1.760495029766198;ANIMALS;2
4;13;NOT VALID;38.46153846153847;0.38461538461538464;1.760495029766198;NOT VALID;5
4;13;NOT VALID;38.46153846153847;0.38461538461538464;1.760495029766198;PLANTS;1
4;13;NOT VALID;38.46153846153847;0.38461538461538464;1.760495029766198;VEGETATION AND HABITATS;5
5;72;HERITAGE AND CULTURE;98.61111111111111;0.9861111111111112;0.10559103637519525;ANIMALS;1
5;72;HERITAGE AND CULTURE;98.61111111111111;0.9861111111111112;0.10559103637519525;HERITAGE AND CULTURE;71
6;47;HERITAGE AND CULTURE;89.36170212765957;0.8936170212765957;0.48890859144051524;HERITAGE AND CULTURE;42
6;47;HERITAGE AND CULTURE;89.36170212765957;0.8936170212765957;0.48890859144051524;NOT VALID;5
7;19;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;19
8;6;VEGETATION AND HABITATS;66.66666666666666;0.6666666666666666;1.2516291673878228;ANIMALS;1
8;6;VEGETATION AND HABITATS;66.66666666666666;0.6666666666666666;1.2516291673878228;NOT VALID;1
8;6;VEGETATION AND HABITATS;66.66666666666666;0.6666666666666666;1.2516291673878228;VEGETATION AND HABITATS;4
9;19;NOT VALID;52.63157894736842;0.5263157894736842;0.9980008838722995;HERITAGE AND CULTURE;9
9;19;NOT VALID;52.63157894736842;0.5263157894736842;0.9980008838722995;NOT VALID;10
10;36;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;36
11;63;PLANTS;98.4126984126984;0.9841269841269841;0.11759466565886476;ANIMALS;1
11;63;PLANTS;98.4126984126984;0.9841269841269841;0.11759466565886476;PLANTS;62
12;32;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;32
13;36;PLANTS;100.0;1.0;0.0;PLANTS;36
14;20;ANIMALS;70.0;0.7;1.0762976257251988;ANIMALS;14
14;20;ANIMALS;70.0;0.7;1.0762976257251988;HERITAGE AND CULTURE;1
14;20;ANIMALS;70.0;0.7;1.0762976257251988;NOT VALID;5
15;18;PLANTS;88.88888888888889;0.8888888888888888;0.5032583347756457;PLANTS;16
15;18;PLANTS;88.88888888888889;0.8888888888888888;0.5032583347756457;VEGETATION AND HABITATS;2
