cluster;total_img;predominant_category;success_percent;homogeneity_k;entropy_k;category_llava;count
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;1492;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;AIR ACTIVITIES;2
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;ANIMALS;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;AREA OF MANAGEMENT;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;CULTURAL ECOSYSTEM SERVICES;4
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Church;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Cultural Ecosystem Services;5
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;HERITAGE AND CULTURE;282
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;HIKING;4
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;HIKING TRAIL;4
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;HISTORIA DE LA ALHAMBRA;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Insect;42
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;LANDFORMS;1800
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;NOT VALID;12
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;RIBS HOUSE;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Restaurante;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Restaurante Alfy;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Restaurante Panero;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Tunnels;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;VEHICLE;2
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Vehicle;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Washington Irving;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Water Activities;1
-1;2172;LANDFORMS;82.87292817679558;0.8287292817679558;0.9230836420369007;Waterfall;2
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;A;1
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;A11;1
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;AEROPUERTO GRANADA 4;1
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;AIAS;1
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;ALSABUS;1
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;ALSAC;1
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;LANDFORMS;14
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;VEHICLE;3
0;35;LANDFORMS;40.0;0.4;2.2413571192414294;Vehicle;12
1;92;LANDFORMS;95.65217391304348;0.9565217391304348;0.2932916305978212;Insect;3
1;92;LANDFORMS;95.65217391304348;0.9565217391304348;0.2932916305978212;LANDFORMS;88
1;92;LANDFORMS;95.65217391304348;0.9565217391304348;0.2932916305978212;NOT VALID;1
2;20;LANDFORMS;50.0;0.5;1.2344977967946407;HERITAGE AND CULTURE;9
2;20;LANDFORMS;50.0;0.5;1.2344977967946407;LANDFORMS;10
2;20;LANDFORMS;50.0;0.5;1.2344977967946407;NOT VALID;1
3;63;LANDFORMS;98.4126984126984;0.9841269841269841;0.11759466565886476;Insect;1
3;63;LANDFORMS;98.4126984126984;0.9841269841269841;0.11759466565886476;LANDFORMS;62
4;13;LANDFORMS;92.3076923076923;0.9230769230769231;0.3912435636292556;Insect;1
4;13;LANDFORMS;92.3076923076923;0.9230769230769231;0.3912435636292556;LANDFORMS;12
5;39;AIR ACTIVITIES;100.0;1.0;0.0;AIR ACTIVITIES;39
6;32;AIR ACTIVITIES;93.75;0.9375;0.3372900666170139;AIR ACTIVITIES;30
6;32;AIR ACTIVITIES;93.75;0.9375;0.3372900666170139;LANDFORMS;2
7;11;LANDFORMS;100.0;1.0;0.0;LANDFORMS;11
8;11;LANDFORMS;90.9090909090909;0.9090909090909091;0.43949698692151334;ANIMALS;1
8;11;LANDFORMS;90.9090909090909;0.9090909090909091;0.43949698692151334;LANDFORMS;10
9;20;LANDFORMS;100.0;1.0;0.0;LANDFORMS;20
10;18;LANDFORMS;100.0;1.0;0.0;LANDFORMS;18
11;16;LANDFORMS;100.0;1.0;0.0;LANDFORMS;16
12;32;HERITAGE AND CULTURE;62.5;0.625;1.25866329959714;Cultural Ecosystem Services;3
