;optimization;scaler;dim_reduction;dimensions;n_clusters;best_params;centers;penalty;penalty_range;best_value_w_penalty;best_value_w/o_penalty
10;optuna;standard;umap;12;24;{'n_clusters': 24, 'linkage': 'average', 'metric': 'euclidean'};"[[11.397531    9.282308    6.924567    1.2920303   0.29350948  5.2894754
   8.661412    3.4382422   3.8768516   8.406415    5.174894    8.690996  ]
 [-3.9607537  10.440632    7.309242    1.4675757   2.5478625   4.0619082
   9.783989    2.8099241   3.7901003   8.156466    3.958505    6.914945  ]
 [-0.6410328  10.320261    4.7721953   1.0416778   2.081334    4.412024
   8.681629    2.755591    3.875613    8.354287    4.45992     7.903132  ]
 [11.902769    9.203266    6.89495     1.9394048  -0.7198551   4.2056046
   8.655262    3.9991074   3.7746012   7.889065    4.9100404   8.717326  ]
 [11.4386835   9.436914    6.7083426   2.2669308  -0.8848363   1.4871838
   8.336007    3.776639    3.3236287   7.689018    4.785426    8.066424  ]
 [11.462982    9.361423    7.171543    1.6762823   2.084726    4.9317455
   8.634428    2.8125262   3.6035295   8.115212    4.9302387   8.709536  ]
 [12.437312    8.955122    6.848681    0.42898682 -1.6500248   6.372947
   8.678672    4.3616905   4.8830814   8.875151    5.358297    8.176132  ]
 [-3.6792128  10.279844    7.3293      1.0936214   2.3280706   4.363828
   9.100331    2.589801    3.6727655   8.14806     2.6817799   7.8100677 ]
 [-1.7639213  10.061114    6.03964     1.4375944   2.0139496   3.7980983
   9.960094    3.101029    4.0804925   8.381165    5.279975    7.1638317 ]
 [-4.1226373  10.770781    8.631148    0.9630647   2.3008385   4.2805786
   9.805283    3.087532    4.021931    8.324302    4.222084    7.4035296 ]
 [11.392447    9.121373    6.538892    1.5670344  -0.77663606  3.5013387
   8.277546    4.276824    4.6643515   7.982083    5.26623     7.749277  ]
 [-3.0086145  10.465408    6.449836    1.292795    2.308649    4.258599
   9.266957    2.8436842   3.7897756   8.242417    3.749402    7.465607  ]
 [13.279235    8.781716    7.2181253   2.1693633  -1.6302227   5.220338
   8.757941    4.8178587   4.120885    7.52942     4.8843656   8.828662  ]
 [-3.2315135   9.831991    7.828469    1.3375212   2.0412564   3.5571482
   9.516572    3.0491698   3.7142787   8.093672    6.2944813   7.0799465 ]
 [11.615466    9.075081    6.3268275   2.2205856  -1.7348682   2.3173447
   8.240342    4.798792    4.378688    7.4084325   5.0202045   8.409167  ]
 [13.312007   10.043002    7.493668    5.984851    2.1636367   3.9156926
   8.222651    3.621445    2.5715208   6.3983483   5.1786575   8.669045  ]
 [11.142843    9.538151    6.877753    0.85212696  3.2838829   4.3612328
   9.014737    1.8232887   3.3116214   8.232726    4.4083524   8.662787  ]
 [12.172229    8.910326    6.5633197   1.2754065  -1.8359758   4.3560753
   8.325377    4.812049    5.066431    8.092445    5.3042626   7.7855635 ]
 [10.754202    9.524446    6.6199193   2.2408917   0.38936013  0.36072168
   7.9795814   3.1221287   3.202398    7.6574817   4.7840075   7.5939384 ]
 [12.2643385   9.377373    7.2342825   2.0454872   3.5889342   4.817269
   8.390214    2.8002143   4.348134    7.5725985   5.3310766   8.725396  ]
 [-3.8469944   9.789343   10.440919   -0.13998014  3.011872    4.857099
   8.004982    2.7706656   2.8038833   7.5655427   2.8349571   7.5759745 ]
 [11.956392    9.215373    7.0812464   0.77173907  0.89854515  6.9628806
   8.516166    3.2555108   4.406507    8.704264    5.598615    8.363596  ]
 [-3.3450234  10.471181    7.2498317   1.435954    2.0847557   3.8494763
  10.497799    3.1847532   4.205858    8.397826    4.8053665   6.9951973 ]
 [ 0.03836217  1.6894301   6.5236616   0.95579934  1.4645926   2.981227
   8.889883    3.7321734   3.5975063   8.620576    4.47046     7.8656054 ]]";;;0.45628002285957336;0.45628002
11;optuna;standard;umap;13;27;{'n_clusters': 27, 'linkage': 'average', 'metric': 'euclidean'};"[[12.974397    9.329208    6.7813396   0.6459256  -1.4751765   6.1303024
   8.614528    3.1746426   4.689319    8.859639    5.222093    8.799304
   5.9779654 ]
 [12.404685    8.96978     7.3559475   2.1245227  -0.45293346  3.764824
   8.70061     2.7865157   4.0458326   7.793412    4.9296083   9.022951
   5.644019  ]
 [11.881983    9.141783    7.0524106   1.2547003   0.49204856  4.8181973
   8.718689    2.7307556   4.0677824   8.263938    5.007917    8.804102
   5.330739  ]
 [-3.311794   10.631007    7.42279     0.5182455   2.177386    4.101404
   7.9342833   3.2729766   4.1499963   8.006732    3.0735297   8.206669
   5.0064864 ]
 [10.467112    8.8421135   7.1813765   2.4173334   1.0033574   0.13222283
   8.466699    3.0048327   3.5105894   7.357761    4.6392875   8.216985
   5.675055  ]
 [11.930514    8.896146    7.205984    1.4949164   3.0681224   4.716228
   8.4461      2.9816327   4.0411654   8.164877    4.8933983   8.312615
   4.781087  ]
 [11.245166    9.051186    7.226471    1.1336135   2.148774    4.427078
   8.893119    2.2822995   3.6856716   8.04582     4.9270034   8.647126
   4.7054944 ]
 [-3.8001883  10.487633    7.308554    0.7333044   2.064993    4.0957565
   9.336291    3.1772244   4.351486    8.081258    3.8331382   8.094987
   6.00454   ]
 [-2.4289238  10.067905    6.481697    1.1063721   1.8566846   3.9391804
   9.869079    2.9532144   4.149865    8.091542    4.8490534   8.086235
   6.3333435 ]
 [-3.6689842  10.4699745   8.652245    0.46386504  1.9971435   4.271182
   9.139608    3.3452609   4.60647     8.120488    4.105616    8.478614
   5.682867  ]
 [-2.715735   10.560124    6.3958554   0.7540673   2.1514568   4.0205593
   8.553875    3.150513    4.1446905   8.200967    3.9289417   7.9621625
   5.5467467 ]
 [12.529504    9.097089    6.6681275   1.8939024  -1.7018622   4.308893
   8.253569    3.7889771   4.9039407   8.254076    4.925259    8.668145
   6.1816745 ]
 [ 0.23932827  2.5313222   7.5666404   0.632771    1.7711711   3.3627203
   8.5419235   3.244251    4.1352053   8.019373    5.032667    7.919918
   5.752889  ]
 [13.843414    8.89856     7.644082    2.736051   -1.3293747   4.8623
   8.776964    3.3164      4.473229    7.6756134   5.0626516   9.355476
   5.5396204 ]
 [-0.31482616 10.576206    4.8184714   1.0467631   2.1478903   4.0083084
   8.311424    3.018554    3.9403665   8.455309    4.72931     7.7589936
   5.280455  ]
 [11.485232    7.550613    8.678497    5.415931    1.7568691   3.567025
   8.245304    2.3936245   2.9288163   6.686981    4.5017233   8.817022
   5.065202  ]
 [11.5405855   8.816295    7.371464    2.4118328  -0.45921108  1.191705
   8.5087185   2.969462    3.6589959   7.6226296   4.7087345   8.526979
   6.0282235 ]
 [-3.84729    10.687632   10.169806    0.41271025  1.7211875   4.8095145
   7.077282    2.902088    4.0602465   7.741989    2.6222134   7.6065364
   6.042077  ]
 [11.0078945   9.133629    6.987596    0.5327284   3.6212685   3.6837962
   8.5864935   2.222219    3.6786695   8.3847      5.001625    7.9530773
   4.9201756 ]
 [-2.9943466   9.722419    8.741927    1.0510728   1.7180493   4.5160556
   9.621745    3.3037474   4.64324     8.465286    5.8352103   8.473698
   6.553994  ]
 [-0.80947876 10.853736    3.3098252   0.9966803   2.3664238   4.043312
   7.689637    2.6547253   3.526668    8.322427    4.639627    7.6346364
   5.463882  ]
 [11.56938     9.062245    6.7051725   2.07002    -0.6879729   3.4268773
   8.241486    3.601367    4.5735154   8.048108    4.8084188   8.4623165
   5.943888  ]
 [12.0675      8.966982    6.80948     2.8326771  -1.3495317   2.150258
   8.29352     3.5313058   4.6207027   7.476069    4.6866307   9.108227
   6.244192  ]
 [-3.1168513  10.1748      7.6967087   0.95368505  2.494117    4.17719
   8.682349    2.8896742   3.8484569   7.8087077   3.2187994   7.4488463
   5.9197164 ]
 [12.373474    9.194584    7.100722    0.75799966  1.1922208   6.674592
   8.68119     3.0586004   4.276131    8.647136    5.209346    8.646727
   4.8294115 ]
 [-1.246346    9.998793    5.613127    1.2552118   1.9596148   3.8135874
   9.345895    2.8046606   3.9479117   8.158237    5.1548476   7.887078
   5.992576  ]
 [-3.57594    10.378843    6.765293    0.8926327   1.9989868   4.1609526
   8.745097    2.9475062   3.8354397   8.281804    4.6401067   7.5217457
   6.4883394 ]]";;;0.4627284109592438;0.4627284
12;optuna;standard;umap;14;25;{'n_clusters': 25, 'linkage': 'average', 'metric': 'manhattan'};"[[-0.5753064  10.297057    4.57371     0.8848915   1.8791302   4.1989617
   8.334347    2.762072    4.0842557   8.241294    5.121584    7.9987683
   4.363197    2.8569312 ]
 [-2.037898   10.255163    6.322069    1.1796143   1.7010045   4.216783
   9.80323     3.3486657   4.369844    8.411277    5.3058267   7.3720555
   4.6285005   3.8466415 ]
 [10.784823    9.593087    7.031815    1.6116644   2.091368    4.907502
   8.684672    2.4837396   3.6702108   8.196352    5.2122846   8.581601
   5.242196    4.3238773 ]
 [12.016346    8.915323    6.513288    2.4363945  -1.4171362   2.5211475
   8.482912    3.768693    4.799156    7.095193    5.9225626   8.808154
   3.7153268   4.147141  ]
 [12.777357    9.091111    6.587843    0.9740865  -1.9328521   5.120045
   8.334764    3.8665993   5.4579687   8.24074     5.5276895   8.094499
   3.4467874   3.7536805 ]
 [13.257827    9.182976    6.838881    2.328535   -1.2193922   4.761838
   8.423103    3.4627082   4.676885    7.6093154   5.8298554   9.016976
   4.2573514   4.553669  ]
 [11.972402    9.537072    7.1077585   0.81448555  0.72318965  6.6148286
   8.435833    3.1373005   4.438014    8.553401    4.888651    8.489795
   4.821719    4.1261435 ]
 [12.702842    9.305951    6.841736    0.58106613 -1.4245206   6.5111322
   8.332407    3.313527    5.0274944   8.861689    5.319976    8.356909
   4.03468     4.1869206 ]
 [11.708333    9.118147    6.530783    1.6933415  -0.82728076  3.7489295
   8.442624    3.7267497   4.888261    7.7506576   5.581013    8.263148
   3.8069193   3.8602614 ]
 [-3.578644   11.325228    7.411481    0.9405119   1.969005    4.2282825
   9.53364     3.1744463   4.1369886   8.288915    6.2583594   7.7289653
   5.111659    3.3555772 ]
 [12.029317    9.286637    6.7891073   2.1151142  -0.41883603  4.273574
   8.442516    3.147201    4.243603    7.872699    5.668169    8.890586
   4.5168886   4.6262307 ]
 [11.65851     9.445055    7.0227246   1.6516702   2.93574     5.124061
   8.5075445   2.9345021   4.0952945   7.9131646   4.990372    8.509744
   5.079119    4.0923953 ]
 [-0.15226217  0.90876085  6.9283276   0.4328072   2.4586473   3.088381
   8.739921    2.196996    3.2266607   8.4352865   5.0191393   8.28738
   4.313568    3.7817924 ]
 [-3.4246798  11.092697    7.249022    0.31352946  2.019692    3.8380964
   8.203944    2.724298    3.9443526   7.9196453   6.7035108   8.081771
   4.6730328   2.5107849 ]
 [11.32043     9.129938    6.5301223   2.3201532  -0.4332133   1.526828
   8.500193    3.141329    3.9447691   7.6625166   5.7791862   8.470675
   4.347781    4.408503  ]
 [12.61153     9.645747    7.563993    6.3187947   2.116343    3.4937038
   8.335778    3.0233498   3.113681    7.23829     6.3061533   8.969327
   5.660476    3.7816556 ]
 [10.301669    9.058017    6.644006    2.1709244   1.0705154   0.73338515
   8.671248    2.7141817   3.6162198   7.746108    5.537113    8.15121
   4.729135    4.0212836 ]
 [-4.378596   11.218577    9.657218    0.57816124  2.508615    3.0927932
   7.140697    2.8882957   3.6345248   8.373965    7.111025    8.220596
   5.405419    2.4394212 ]
 [-2.6286035  11.24453     7.969974    1.0523797   2.22003     3.9056802
   8.547232    2.989942    3.9732556   8.109484    6.6660337   7.7569995
   5.6633067   2.9971943 ]
 [11.4421      9.430297    6.8856397   1.5044377   0.5110404   4.9493194
   8.487459    3.0499382   4.1628165   8.168518    5.2607784   8.654757
   4.72447     4.3257565 ]
 [-3.1420062  11.330854    6.978878    1.2357137   2.0226035   4.2451563
   8.864461    3.049897    4.300038    8.50024     5.530104    7.3865147
   5.7189217   3.9510546 ]
 [10.581096    9.498519    7.062096    0.9716208   3.354828    4.246692
   8.7164955   2.1679692   3.3652937   8.812916    4.9728346   8.119862
   5.289986    3.957641  ]
 [-2.7271926  11.042979    6.444855    0.7466081   1.9301447   4.151873
   8.7672615   2.9297464   4.0714498   8.181232    5.9977264   7.8851075
   4.7977324   3.0039742 ]
 [-3.468937   10.3945055   8.51586     0.8223498   1.8170757   4.0688467
   9.194927    2.8661332   4.619687    8.782505    4.459787    7.413846
   4.7422237   4.6994343 ]
 [-3.888428   11.138962    8.625931    0.47367534  2.0243413   3.9750426
   9.340697    2.901658    4.073572    8.3873      5.919576    7.9372687
   4.591845    3.4523363 ]]";;;0.4646420180797577;0.46464202
13;optuna;minmax;umap;2;23;{'n_clusters': 23, 'linkage': 'ward', 'metric': 'euclidean'};"[[ 1.4894864e+01  4.5977421e+00]
 [ 1.4548660e+01  8.8461618e+00]
 [ 1.2524123e+01  7.7853303e+00]
 [-4.6195087e+00  1.0745677e+01]
 [-3.0214198e+00  1.1534052e+01]
 [ 1.3168123e+01  6.0761380e+00]
 [ 1.2587270e+01  3.5759709e+00]
 [ 1.1195656e-01  1.2386731e+01]
 [ 1.6892939e+01  1.0197680e+01]
 [-6.2400665e+00  1.1167608e+01]
 [ 1.0139000e+01  8.3536196e+00]
 [-3.4518123e-01  1.7931163e+00]
 [-7.7396884e+00  1.3585822e+01]
 [-4.5143223e+00  1.3058480e+01]
 [ 1.7672110e+01  7.9398832e+00]
 [ 1.0600915e+01  9.8375454e+00]
 [-2.3923254e+00  9.5195761e+00]
 [ 2.2058749e+00  1.2295136e+01]
 [ 1.5108509e+01  6.7302713e+00]
 [ 9.3822212e+00 -7.0944922e-03]
 [ 1.0497016e+01  2.9777193e+00]
 [-3.8711607e-01  1.0756381e+01]
 [ 8.8156395e+00  7.3381047e+00]]";;;0.4725800156593323;0.47258002
14;optuna;minmax;umap;3;21;{'n_clusters': 21, 'linkage': 'ward', 'metric': 'cosine'};"[[-0.9266251   9.804456    9.518094  ]
 [ 1.0569631  12.42606    10.125752  ]
 [11.60443     6.290366   10.82509   ]
 [14.97327    10.383643   12.29673   ]
 [15.353912    9.168966    7.5412693 ]
 [-2.1780608   9.70187     7.551349  ]
 [14.586178    8.2189245   9.660507  ]
 [13.8883505   9.824462    8.916927  ]
 [-1.0523279  10.84171     8.038077  ]
 [13.238058    8.127067   12.730801  ]
 [-4.2202935  10.981001    4.243153  ]
 [13.5497055   8.183585    6.9041257 ]
 [-1.7256085  11.228807    6.456013  ]
 [15.180497   10.466969   10.022056  ]
 [13.00902     8.086295   10.668813  ]
 [-1.410623    0.38076603  9.586575  ]
 [10.268786    5.8260527   9.54264   ]
 [10.075443    7.4452276   3.1101508 ]
 [11.806825    6.9771147   6.1619964 ]
 [16.583685    8.541527   10.836981  ]
 [-3.62988    10.034995    6.8868303 ]]";;;0.46107542514801025;0.46107543
15;optuna;minmax;umap;4;25;{'n_clusters': 25, 'linkage': 'ward', 'metric': 'cosine'};"[[14.194931    9.12915     6.613239    5.7557583 ]
 [12.983008   10.445077   10.18831     9.703713  ]
 [13.201519   10.53715     7.6940365   7.2717443 ]
 [15.330961   11.1233635  10.097085    8.655553  ]
 [-3.5790272  11.658585   10.803433    6.8001084 ]
 [12.437803    9.896232    6.6605844   4.838431  ]
 [12.290648   10.26047     9.001867    8.102396  ]
 [-2.4217489  10.09963    10.638583    5.7687964 ]
 [-0.03837417 11.395957    9.212804    4.1377153 ]
 [11.001269    8.586362    9.6903105   8.990728  ]
 [-0.09849958 11.810532    9.198121    2.6335335 ]
 [10.534698    9.614447    9.471188    8.25112   ]
 [-2.7840111  12.996986    9.6020155   7.3684955 ]
 [14.810795   10.605078    7.288225    8.110335  ]
 [-2.2722836  11.623047   11.093693    7.214766  ]
 [-1.4453115   0.62456375  8.304393    6.787914  ]
 [10.517167    9.381209    6.562508    3.9064913 ]
 [13.67265     9.325064    8.41922     6.390448  ]
 [ 9.573042    8.4371805  10.624095    7.6832523 ]
 [15.266946    9.943107    8.775343    7.0517416 ]
 [-4.204211   11.312271   10.298755    8.107497  ]
 [-2.8852668  12.169839    8.650079   10.376516  ]
 [-1.0036222  10.292791    9.952252    4.6256166 ]
 [ 9.618304   10.401093    1.9446988   6.1496005 ]
 [-2.3102424  12.041202   10.098983    6.0141563 ]]";;;0.46890220046043396;0.4689022
16;optuna;minmax;umap;5;28;{'n_clusters': 28, 'linkage': 'average', 'metric': 'euclidean'};"[[ 1.16746082e+01  9.65809631e+00  9.02413750e+00  7.90821695e+00
   7.97788382e+00]
 [-3.55313468e+00  1.09908171e+01  9.11378860e+00  7.93555975e+00
   5.40883636e+00]
 [ 1.22831917e+01  8.86958504e+00  9.83041382e+00  7.64346647e+00
   1.10914507e+01]
 [ 1.19099255e+01  9.52109718e+00  1.01723175e+01  8.49806690e+00
   9.40864658e+00]
 [ 1.16898603e+01  8.42752075e+00  7.94812202e+00  6.18375874e+00
   8.48079586e+00]
 [ 1.14967403e+01  9.42284870e+00  9.53002167e+00  8.52593613e+00
   6.29265881e+00]
 [ 1.27396774e+01  8.44913101e+00  6.52090502e+00  5.38051510e+00
   8.46654987e+00]
 [-1.92114937e+00  1.00129728e+01  9.89090633e+00  6.04452610e+00
   6.20391703e+00]
 [ 1.25509109e+01  9.72142887e+00  7.88928318e+00  7.08962250e+00
   8.44958878e+00]
 [-2.75546622e+00  1.25510254e+01  8.99228573e+00  8.50927544e+00
   5.77004385e+00]
 [ 1.23112011e+01  9.72873974e+00  6.64136124e+00  5.00510073e+00
   6.79853630e+00]
 [-6.02206469e-01  1.19360609e+01  8.57774830e+00  3.81116152e+00
   6.98611593e+00]
 [ 1.32912931e+01  9.20342159e+00  7.53918600e+00  7.15307188e+00
   9.51306534e+00]
 [-2.89178431e-01  1.12856064e+01  9.11835670e+00  4.97300911e+00
   6.35177231e+00]
 [-2.20623541e+00  8.69742393e+00  9.50563526e+00  7.95662975e+00
   5.96410322e+00]
 [ 1.01266184e+01  9.91767597e+00  2.94957757e+00  6.66657019e+00
   4.20925522e+00]
 [ 1.16168737e+01  1.00086269e+01  6.78837347e+00  4.92127037e+00
   4.76893663e+00]
 [-2.98993349e+00  1.14567671e+01  9.15682030e+00  1.16588326e+01
   4.79393196e+00]
 [-3.75458360e+00  1.10829105e+01  9.83514690e+00  9.43554401e+00
   5.73140669e+00]
 [ 1.11753311e+01  9.75214958e+00  1.02362165e+01  7.89087439e+00
   4.68594933e+00]
 [ 1.18711166e+01  8.17774105e+00  9.54435158e+00  9.32552433e+00
   5.18192911e+00]
 [ 1.21805391e+01  8.11664104e+00  8.28164768e+00  6.43852139e+00
   1.01582861e+01]
 [-2.42252254e+00  1.11689777e+01  9.42728806e+00  8.49696445e+00
   4.82892513e+00]
 [ 1.99685432e-02 -9.57645290e-03  1.02302094e+01  7.55643225e+00
   4.98916245e+00]
 [-2.59885907e+00  1.15725069e+01  9.04680061e+00  7.04034662e+00
   5.82782650e+00]
 [ 1.40567474e+01  8.71823978e+00  7.92973471e+00  8.27118492e+00
   1.07475462e+01]
 [ 1.18756742e+01  8.83932781e+00  1.06991596e+01  9.45210266e+00
   8.58611679e+00]
 [-3.60469675e+00  1.03363991e+01  1.01451454e+01  7.49336004e+00
   5.77164078e+00]]";;;0.4710426330566406;0.47104263
17;optuna;minmax;umap;6;28;{'n_clusters': 28, 'linkage': 'ward', 'metric': 'euclidean'};"[[12.323083   8.348453   9.010997   7.210238  11.111869   6.0906878]
 [11.965308   7.9615464  8.0927925  7.0777483  6.9268503 10.104241 ]
 [11.880679   7.8384523  7.815535   7.7918754  8.389818   7.7429104]
 [-1.8953516 10.434764   9.7458725  5.8481874  6.0051746  4.8971577]
 [-0.5809705 11.461151   9.368626   4.563953   6.1053796  6.26319  ]
 [12.142323   9.409895   7.57154    7.2442074  8.88155    9.865118 ]
 [12.949189   8.177277   7.1972117  7.738608   9.691051   7.7013626]
 [11.718744   9.103591   8.37495    6.787143   8.452002   8.263357 ]
 [11.85871    8.652608   8.607066   7.498836   6.0791063  5.108667 ]
 [-2.7720413 10.790063   8.807058   7.000885   5.6236362  4.4822283]
 [-2.7606583 12.211385   8.829477   6.4072156  5.646798   5.3858004]
 [10.972334   7.879462   8.704463   7.8154335  6.221886   5.7462354]
 [-3.2340698 13.10791    8.2227     7.644273   5.4724355  5.9659595]
 [-3.6834507 12.275063   8.63213    7.25776    5.320937   4.5658364]
 [11.228219   7.990554   8.418826   7.66348    7.9072437  6.338513 ]
 [-0.874543   1.8191668  9.241499   6.079611   6.389016   5.7820244]
 [11.586544   8.092269   8.487433   6.9689126  4.975181  10.567124 ]
 [11.011421   8.016794   9.850899   7.5733805  4.604875   5.8099422]
 [11.86609    8.122777   8.852338   7.539082   8.680216   4.0316606]
 [12.444892   9.104177   8.407751   6.823492  10.120991   7.8529406]
 [-3.9170566 11.918427   8.800918   8.821628   4.7587256  4.7101617]
 [11.884414   7.429686   2.1023312  7.3170853  5.3596015  7.7927985]
 [-1.3461814 12.026395   8.9001465  3.0118945  6.573379   6.466184 ]
 [-1.9110484 12.736395   8.118629  10.950591   5.850788   6.064537 ]
 [12.313604   8.495052   7.285584   7.3829546  8.13024    9.812177 ]
 [-3.686546  11.486766   9.427272   7.635022   5.226657   4.290259 ]
 [11.641744   7.791353   8.747528   7.694966   9.163396   5.490309 ]
 [-2.3899522 12.077224   8.198408   7.7400923  5.1169224  4.981369 ]]";;;0.4701731204986572;0.47017312
18;optuna;minmax;umap;7;21;{'n_clusters': 21, 'linkage': 'ward', 'metric': 'euclidean'};"[[ 1.9446768e-01  1.1327631e+01  9.5415602e+00  4.6898174e+00
   6.2926559e+00  6.1225786e+00  2.0640168e+00]
 [ 1.2060685e+01  7.8159161e+00  7.5247803e+00  7.2313509e+00
   8.3122721e+00  9.5116262e+00  1.3513438e+00]
 [ 1.1449159e+01  7.8891544e+00  9.0917540e+00  7.7800760e+00
   5.7413239e+00  5.2351537e+00  1.2266728e+00]
 [-1.5527412e+00  1.0917677e+01  9.2190742e+00  6.2918234e+00
   6.2058935e+00  5.7658467e+00 -6.3114506e-03]
 [ 1.1997099e+01  8.1299400e+00  9.6527081e+00  7.8947520e+00
   8.3501263e+00  4.3769021e+00  1.3986859e+00]
 [ 1.2559363e+01  8.3667088e+00  9.5916986e+00  7.5911198e+00
   1.0589707e+01  5.7258286e+00  1.7738659e+00]
 [ 1.2062161e+01  7.8853979e+00  8.5017710e+00  8.0881500e+00
   8.0170565e+00  7.4240007e+00  7.9640067e-01]
 [ 1.1938718e+01  8.4366817e+00  8.2202168e+00  7.5736651e+00
   6.5588641e+00  9.7726641e+00  8.7503880e-01]
 [-3.2171743e+00  1.1558423e+01  8.6541824e+00  7.4151659e+00
   6.3860049e+00  5.0087061e+00  7.5662488e-01]
 [-3.4423456e+00  1.1901413e+01  8.8856602e+00  7.3032217e+00
   6.1027822e+00  5.2499070e+00  2.5717633e+00]
 [ 1.1467789e+01  8.7335815e+00  3.6434700e+00  8.2850151e+00
   3.5423405e+00  7.7005758e+00  1.0264679e+00]
 [-7.0841599e-01 -3.6416060e-01  9.7015152e+00  5.6063733e+00
   5.7559900e+00  6.5413532e+00  3.7243798e-01]
 [ 1.3152388e+01  7.6637239e+00  7.9347110e+00  8.0756111e+00
   9.2981606e+00  7.2727017e+00  8.5368097e-01]
 [-3.7538404e+00  1.0498123e+01  8.4281349e+00  9.6714630e+00
   6.8933172e+00  5.1757007e+00  3.1703281e+00]
 [ 1.1469909e+01  8.0756426e+00  9.1592159e+00  7.9875851e+00
   7.4387898e+00  6.1036210e+00  1.0410564e+00]
 [ 1.1199794e+01  8.7326412e+00  8.2524242e+00  7.2438321e+00
   4.6601944e+00  1.0074276e+01  1.1621698e+00]
 [ 1.1956048e+01  8.5395918e+00  8.2072182e+00  6.6832013e+00
   8.3062935e+00  7.9360390e+00  1.5343250e+00]
 [ 1.0798217e+01  8.3224802e+00  1.0013000e+01  7.4306850e+00
   4.2754092e+00  5.6385469e+00  1.6786911e+00]
 [-4.0444293e+00  1.1524439e+01  8.7693672e+00  8.6033878e+00
   6.5615888e+00  5.7465205e+00  9.3757552e-01]
 [ 1.2584793e+01  8.4193316e+00  8.3856058e+00  6.8406634e+00
   9.8699093e+00  7.4654565e+00  1.7284750e+00]
 [-2.5053155e+00  1.1613284e+01  8.9415846e+00  6.4078093e+00
   6.4001470e+00  5.3071623e+00  1.5799985e+00]]";;;0.45535093545913696;0.45535094
19;optuna;minmax;umap;8;29;{'n_clusters': 29, 'linkage': 'average', 'metric': 'euclidean'};"[[11.294234    8.229736    8.160783    7.7224593   7.987784    5.8222246
   1.204916    5.039845  ]
 [11.861735    8.282342    8.657446    8.088161    9.428388    4.922764
   1.2897846   5.3167114 ]
 [11.179107    8.337321    8.475515    7.641153    6.223611    5.00245
   1.2512175   5.1327696 ]
 [-4.0057025  11.526771    9.964708    8.468083    6.0153933   5.6636243
   0.9106584   6.6050406 ]
 [12.892677    7.93877     7.9668217   7.909967    9.609824    7.5386133
   1.9014695   6.0806236 ]
 [-2.5660903  10.894144    9.826045    6.331828    5.9256425   5.64473
   1.1517388   6.824446  ]
 [12.146816    7.58238     7.0589414   7.537915    8.381675    9.285555
   1.8700831   5.2220087 ]
 [-3.4660628  11.199375    9.939021    7.1143446   5.5190215   5.8725576
   2.309869    7.021786  ]
 [-3.7259092  11.15596     9.893854    7.1627245   5.917097    5.3869505
   0.553777    7.053412  ]
 [-0.01673856 10.554113    9.717489    4.7044454   6.1473413   5.897883
   1.3728014   6.5382605 ]
 [11.672367    8.653595    7.6392636   7.5319104   6.970718    9.556422
   1.0310057   4.848828  ]
 [-1.2047789  10.235047    9.821759    5.9707036   6.1107073   5.710712
  -0.23116161  6.061841  ]
 [12.645369    7.750446    7.113098    8.276445    9.326443    7.2996206
   1.2488508   4.774313  ]
 [-2.8494725  10.711232    9.669245    7.8353643   5.201442    5.2110043
   0.988839    7.2436457 ]
 [12.732143    8.064668    8.595407    8.366751   10.827353    5.9026136
   1.5610726   6.0819597 ]
 [10.767841    9.424196    2.122388    8.227239    6.154577    8.130664
   1.1335834   3.8027437 ]
 [10.878647    9.115748    7.819793    7.174014    5.1239676   9.922123
   0.935279    4.8688655 ]
 [12.246874    8.600443    8.595691    7.761265    4.848596    4.427501
   1.9593412   5.4077206 ]
 [-3.1516492  11.004132    9.836779   10.433152    5.435275    5.6495953
   2.578447    6.848051  ]
 [11.730895    8.069002    7.508583    7.9703736   8.4111595   7.1854053
   1.0101091   4.7354393 ]
 [10.396559    8.31811     9.397389    7.386403    4.8651047   5.3554034
   1.0867213   5.348728  ]
 [-0.7066698  10.35222     9.24917     3.4379373   6.0538387   5.11505
   2.0472589   6.5096297 ]
 [12.147192    8.185736    8.047015    7.4513674   8.174755    7.8040733
   1.8669242   5.8866105 ]
 [-0.68432015  0.38119385  8.343061    6.447813    6.300245    7.336649
   1.0742563   5.904684  ]
 [-2.988082   11.138028   10.200805    7.1374106   5.875758    5.790318
  -0.45947704  6.4122944 ]
 [14.152918    7.7418127   7.054181    8.636667    9.988267    6.1374326
   1.4445155   4.9267926 ]
 [12.086915    8.34064     8.551056    8.130716    8.470892    3.7291653
   1.51584     5.3314056 ]
 [-2.1326632   9.476973    9.080214    7.7424645   6.6530533   4.960284
  -0.15850304  5.6388235 ]
 [-2.9681666  10.163566    9.3891115   7.046206    6.136963    4.895128
   0.22857098  6.8141627 ]]";;;0.47915464639663696;0.47915465
