;scaler;dim_reduction;dimension;n_clusters;best_params;centers;best_value;best_original_value
30;robust;umap;9;4;{'n_clusters': 4, 'linkage': 'average', 'metric': 'euclidean'};"[[ 9.299618   -0.6838014   8.254322    9.23817     7.969783    2.3857605
   7.8213177   4.613939    4.836865  ]
 [ 9.930216    0.18533508  6.590347    6.107259    6.1186857   3.6622024
   8.318794    4.9844584   6.4806128 ]
 [ 6.8080425  -0.5969142   9.826967    8.315386    5.9013557   1.8403159
   8.769059    3.9515862   3.5442016 ]
 [ 8.917678   -1.382896    5.608769    4.2945447   7.7641926   2.6540604
   9.61119     5.923212    5.679522  ]]";0.5223084092140198;0.5223084
31;robust;umap;10;4;{'n_clusters': 4, 'linkage': 'complete', 'metric': 'manhattan'};"[[10.43255     0.3431816   8.245613    8.638642    5.043408    4.608618
   6.2036376   1.9829346   2.997255    6.135986  ]
 [11.017221    1.6335557   6.1902013   8.873678    6.049789    5.533917
   7.7838764   4.7056713   3.9501557   6.9921103 ]
 [ 8.635285    4.2543364   4.555906    7.4430366   5.69671     4.7687383
   5.9630375   5.0168085   2.440735    8.982421  ]
 [ 6.6999273   0.42336494  9.925376    7.7519693   5.3873625   4.165099
   6.621572    3.2988987   3.5596113   6.9759808 ]]";0.5677979588508606;0.56779796
32;robust;umap;11;4;{'n_clusters': 4, 'linkage': 'average', 'metric': 'euclidean'};"[[ 9.855846    0.49459928  9.421493    8.541535    6.53641     5.814987
   8.184162    7.192808    7.2399225   2.6331224   5.068011  ]
 [11.339227    1.2302874   6.9475894   7.9618754   6.871346    5.7239947
   8.601889    4.688519    5.432144    3.316776    5.637301  ]
 [ 7.3157773   0.3078244   9.670821    7.116699    4.0999637   7.4136086
   7.647632    6.4018993   6.707337    3.3378813   5.627255  ]
 [ 9.869127   -0.26171973  5.3283267   7.18318     6.328379    5.7090855
   9.561604    5.624051    3.9428635   4.278915    7.380773  ]]";0.5240671038627625;0.5240671
33;robust;umap;12;4;{'n_clusters': 4, 'linkage': 'average', 'metric': 'manhattan'};"[[10.177524   -0.82268953  7.8074346  10.782212    6.0510087   4.5913916
   7.943514    3.8193188   3.6020076   4.913213    4.227677    3.1216843 ]
 [11.086219    0.7816948   6.6868663   8.117539    6.3187494   4.617697
   7.232797    4.6839485   5.347719    4.4096665   2.702596    2.07932   ]
 [ 6.723973   -0.22603807  8.2548065   9.950529    4.8943276   2.9323323
   7.8465204   3.6644795   4.1134915   5.185453    4.3248696   3.5979307 ]
 [ 8.965927   -0.64488685  5.114999    8.1253395   6.2361603   5.6887465
   6.134972    4.679694    5.4402885   5.3506165   2.4384766   2.3806705 ]]";0.5068644285202026;0.5068644
34;robust;umap;13;4;{'n_clusters': 4, 'linkage': 'average', 'metric': 'euclidean'};"[[ 9.782953    0.20638096  9.781279    9.16982     5.564667    3.8730674
   2.8922224   0.96778136  6.543803    6.0260944   5.2780623   4.377718
   3.1963859 ]
 [11.070271    0.11565655  9.552702    8.329647    6.532673    2.667521
   1.7452925   3.8982542   6.0219173   5.960208    4.4351835   5.547983
   2.1650283 ]
 [ 6.447868    0.09715275 10.098469    7.463238    4.8386965   3.166986
   3.8795657   2.3597      6.202159    5.768514    4.9445605   4.7667837
   3.1551976 ]
 [ 9.975949    0.21388184  9.239668    5.960659    7.0819182   3.1567218
   0.84088284  3.1598775   5.307665    6.899889    3.690887    6.1876664
   1.0101358 ]]";0.48370280861854553;0.4837028
35;robust;umap;14;7;{'n_clusters': 7, 'linkage': 'ward', 'metric': 'euclidean'};"[[10.024751    0.42200023  7.7656      9.354746    6.130831    1.7306558
   7.3116894   1.2822965   5.0427732   6.339464    6.4315195   4.3974843
   1.9631463   7.900324  ]
 [ 9.987837    1.1321573   6.793358    8.700975    5.156884    3.9269614
   8.483516    4.164405    3.9953685   6.8208942   3.6652215   3.8878348
   2.6306438   7.7600303 ]
 [11.490281    0.6273896   6.909123    8.543895    5.8256235   4.1722684
   9.02896     4.516888    4.2141724   6.9783764   3.8133278   4.203318
   2.6063306   7.5086775 ]
 [ 9.348084    0.05585203  7.264113    8.309616    5.397883    2.333396
   7.712422    2.7140956   4.417939    6.1413584   5.1304593   3.4656117
   2.0064113   7.6763515 ]
 [10.672206    0.74162596  7.320031    9.459885    5.993964    3.7351718
   8.526613    3.0976412   4.443459    7.3810487   4.342758    4.5599327
   2.8716767   7.606621  ]
 [ 8.567918    1.9069144   7.6075015   9.513514    5.8467126   2.3357317
   6.764214    0.9977638   4.913231    5.807828    6.459163    4.13837
   2.5196223   8.123781  ]
 [ 6.1872144   0.45001054  7.679361    7.4681034   4.2744894   1.4869031
   7.9958763   2.5139453   4.774668    5.474682    5.4979153   3.9436307
   1.2368246   7.5871572 ]]";0.4715518355369568;0.47155184
36;maxabs;umap;3;7;{'n_clusters': 7, 'linkage': 'ward', 'metric': 'euclidean'};"[[ 8.480377   -1.885205   10.554496  ]
 [ 9.743837    1.8657032   6.4050155 ]
 [11.697655    1.2988476   6.3494153 ]
 [ 8.4158745  -0.9771972   7.03081   ]
 [ 6.8124313   0.1309414  10.131432  ]
 [10.627386    0.77882046  8.377343  ]
 [ 5.3528795  -1.5496079   6.474476  ]]";0.4945662319660187;0.49456623
37;maxabs;umap;4;4;{'n_clusters': 4, 'linkage': 'complete', 'metric': 'manhattan'};"[[10.285562   -0.98239005  8.619272    5.235493  ]
 [ 6.6240625  -0.8631512   6.8768973   0.22892898]
 [ 7.8767743  -3.2434158  11.217186    1.7100385 ]
 [ 9.008136   -1.9290074   8.262123    1.9883657 ]]";0.5041852593421936;0.50418526
38;maxabs;umap;5;8;{'n_clusters': 8, 'linkage': 'average', 'metric': 'euclidean'};"[[ 8.598972   -1.7482183  10.269335    4.8012924   8.112886  ]
 [ 9.233072    2.4382083   7.159422    5.342802    8.771413  ]
 [ 7.603357    0.1183569   9.989329    3.6215022   8.012861  ]
 [10.775386    2.344691    7.4911194   6.5433497   9.227097  ]
 [ 8.510107   -0.09531372  7.2790713   3.839303    8.100503  ]
 [ 7.236588   -1.001468    7.3831396   1.8138894   5.866067  ]
 [ 9.660742    1.6010934   8.951599    6.385859    8.722617  ]
 [ 8.247682    1.3309267   5.7282367   7.3944397   7.8312473 ]]";0.49104589223861694;0.4910459
39;maxabs;umap;6;4;{'n_clusters': 4, 'linkage': 'average', 'metric': 'cosine'};"[[10.704979   -0.8903347   8.729911    0.18568504  4.490452    5.353469  ]
 [12.490355    2.1164637   8.5409565   3.3370798   6.867816    4.7414074 ]
 [ 9.15705     0.27231297  6.066241    1.4597391   6.650954    4.9903965 ]
 [11.347144    0.26250252  9.568714    4.8102975   6.340914    3.7698162 ]]";0.4770965576171875;0.47709656
