;scaler;dim_reduction;dimension;n_clusters;best_params;centers;best_value;best_original_value
20;robust;umap;15;2;{'min_cluster_size': 124, 'min_samples': 48, 'cluster_selection_epsilon': 0.691177833658044, 'alpha': 0.8328996210446539, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[-0.76943403 11.072593    9.932309    5.205152    4.1553245   3.9552705
   8.027425    8.22903     7.668961    3.56577     5.115044    5.999298
   4.5233064   7.2712035   5.8402586 ]
 [13.587805    8.715203    7.4552746   3.2231119   0.7428492   3.899109
   8.181984    7.548858    6.451041    3.4851825   6.680749    6.1575303
   4.1191683   5.687844    5.908375  ]]";0.7584888339042664;0.75848883
21;robust;umap;16;2;{'min_cluster_size': 111, 'min_samples': 53, 'cluster_selection_epsilon': 0.0134667835672679, 'alpha': 1.4247463967365959, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[-1.9455063 10.287469   9.44987    5.367083   6.4266415  5.7026978
  10.105978   1.9283952  7.423831   3.343683   5.7887897  4.106049
   5.6325912  4.1661153  6.2499323  4.8935876]
 [11.842965   8.666426   9.50272    6.2871757  5.5664597  4.545812
   8.490942   1.5432009  6.9012513  3.3951957  6.659987   5.371387
   4.6302752  4.0650115  5.9782643  5.156144 ]]";0.7557638883590698;0.7557639
22;robust;umap;17;2;{'min_cluster_size': 123, 'min_samples': 58, 'cluster_selection_epsilon': 0.8322934560206424, 'alpha': 0.5137105941243959, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};"[[-0.7146661  1.190025   9.3118515  5.7937074  6.0213733  5.855298
   8.517737   1.5307882  7.153787   7.0845885  3.5296063  5.3429523
   5.399835   4.107737   4.9407167  3.8651202  5.2741103]
 [11.680469   9.094855   8.611701   6.841678   7.3927445  4.9314656
   8.593756   1.2323102  7.665723   6.633537   2.765058   4.3644924
   4.7918878  4.1305532  5.5460763  3.9173298  5.5459976]]";0.7614693641662598;0.76146936
23;robust;umap;18;2;{'min_cluster_size': 118, 'min_samples': 43, 'cluster_selection_epsilon': 0.7585056435109291, 'alpha': 1.199042075990942, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};"[[-1.703131  10.44391   10.008986   7.712648   6.139749   4.9929614
   9.110305   1.0391796  7.4601116  7.0226836  3.505827   4.2200446
   6.285379   5.037969   6.5820727  4.5353813  4.143721   6.702177 ]
 [14.04931    8.660631   7.85228    6.613367  10.288899   4.170986
   8.771033   2.7949522  6.0465026  7.6572514  3.280546   5.978853
   5.915483   3.7288008  5.697182   4.94792    5.328985   3.9973211]]";0.7573452591896057;0.75734526
24;robust;umap;19;2;{'min_cluster_size': 139, 'min_samples': 60, 'cluster_selection_epsilon': 0.2684232712277543, 'alpha': 1.1386164595667625, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[14.442358   8.092298   7.94114    6.6836247  9.526513   4.3229117
   8.191487   2.439234   5.847559   7.222764   3.666059   5.474167
   3.8788292  4.254175   5.5469375  5.03235    5.0452995  5.56927
   4.560898 ]
 [-1.8981757  9.871352   9.655506   5.4924045  6.578684   4.0581155
  10.411646   2.0328557  7.574927   6.742704   4.483929   4.683105
   3.9902754  4.403879   5.6456494  4.7871003  4.701245   3.671082
   4.95186  ]]";0.7601866722106934;0.7601867
25;robust;umap;20;2;{'min_cluster_size': 114, 'min_samples': 51, 'cluster_selection_epsilon': 0.055874861053200116, 'alpha': 1.812631798009743, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};"[[-2.4561765 10.399368   9.759556   7.4074564  5.9696774  5.83564
   8.963477   1.7862308  6.935652   6.3377357  3.6534753  6.030916
   6.25216    4.2899632  6.6121864  4.8760924  4.2398267  6.537816
   5.6353626  6.3007035]
 [14.118276   8.457327   8.24069    7.601512   9.956461   5.1986914
   7.818577   1.8395712  5.8651943  7.8682117  3.2762265  4.588536
   5.850573   4.135401   5.690048   4.8393826  5.6977005  3.9634218
   5.1540437  5.7095737]]";0.7605417370796204;0.76054174
26;robust;umap;21;2;{'min_cluster_size': 103, 'min_samples': 69, 'cluster_selection_epsilon': 0.21588796587439554, 'alpha': 1.572063076988035, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[-1.8777945  9.987372   9.592523   5.452608   6.0662313  5.773864
  10.324468   1.4485776  7.2669206  6.5136337  3.8474424  5.327937
   6.4726377  3.8631349  6.139506   5.365628   5.2503743  6.45198
   5.098703   5.765942   5.636046 ]
 [14.463002   8.311594   8.361179   6.67606   10.227728   5.6764536
   8.712475   2.4910069  6.166552   8.415798   2.7203639  4.603048
   6.1612124  4.2261057  5.6799893  5.2331095  5.5044236  4.8690233
   4.703749   5.234355   4.428358 ]]";0.7582210898399353;0.7582211
27;robust;umap;22;2;{'min_cluster_size': 131, 'min_samples': 72, 'cluster_selection_epsilon': 0.016423447863423386, 'alpha': 1.2822242872088023, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};"[[11.989361   8.562531   9.678158   6.892063   4.4779854  4.6677146
   8.516838   2.0379295  6.8273435  5.8231378  3.4044018  5.4415836
   4.632989   3.952635   6.3172226  5.4934115  5.131423   4.089055
   5.086235   5.9547973  4.96703    2.166275 ]
 [-2.3879814 10.119288   9.553647   7.4077787  6.082597   4.0609975
   9.419513   1.802563   7.23464    6.658178   3.545062   4.1511803
   5.598171   4.2727246  6.1288834  4.6304803  5.942878   3.7313888
   4.6598053  5.938509   5.6256466  1.2502913]]";0.7548906803131104;0.7548907
28;robust;umap;23;2;{'min_cluster_size': 120, 'min_samples': 43, 'cluster_selection_epsilon': 0.03075271257874609, 'alpha': 0.7262251633304675, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[-0.5504828  0.3953434  9.691929   6.4288793  6.728491   3.7802427
   9.44768    8.093755   7.183468   6.5490484  3.5883615  4.9144588
   5.568763   5.6007023  4.759303   5.178125   4.925475   3.6293623
   5.3534784  6.0249786  5.0247397  8.001549   7.404964 ]
 [11.945593   8.575222   9.563529   6.5773797  4.495824   4.6665306
   8.563477   8.525851   7.432485   6.4545403  3.466761   4.673875
   4.8616014  6.1059203  4.1005907  5.4195833  5.2879624  4.351007
   5.219422   5.867625   5.3646817  7.765942   6.780991 ]]";0.7508320212364197;0.750832
29;robust;umap;24;2;{'min_cluster_size': 150, 'min_samples': 49, 'cluster_selection_epsilon': 0.993409857475581, 'alpha': 1.6617656378487524, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};"[[-2.0451174  9.760066   9.480708   7.10164    6.1127195  4.217556
   9.57701    1.684202   6.944302   6.487769   3.5341964  4.288563
   4.0917573  4.5294776  6.0314445  4.7716575  5.2442393  3.4692008
   4.952721   3.9546738  4.660558   8.354026   7.1533256  3.9301414]
 [14.706069   8.311803   9.076797   6.5833206 10.133451   4.0644417
   8.853131   1.2714432  6.5739155  7.2403398  2.8636427  6.1381197
   4.0769725  3.5663278  5.71792    5.058713   4.4287205  5.5633893
   4.9115443  4.318266   5.0319805  7.9589605  6.4864206  3.4751008]]";0.7575365304946899;0.75753653
