;scaler;dimension;n_clusters;best_params;best_value;best_original_value
34;robust;13;3;{'min_cluster_size': 120, 'min_samples': 75, 'cluster_selection_epsilon': 0.04678012980622951, 'alpha': 1.4429748373005729, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.3732760071754455;0.673276
35;robust;14;3;{'min_cluster_size': 101, 'min_samples': 74, 'cluster_selection_epsilon': 0.026256149728983772, 'alpha': 1.3514233308877215, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.3477793455123901;0.64777935
36;maxabs;3;3;{'min_cluster_size': 98, 'min_samples': 71, 'cluster_selection_epsilon': 0.2999651939130283, 'alpha': 0.736447880275176, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.3444727182388305;0.6444727
37;maxabs;4;3;{'min_cluster_size': 150, 'min_samples': 75, 'cluster_selection_epsilon': 0.10787223552524217, 'alpha': 0.9171044417045049, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.3680992245674133;0.6680992
38;maxabs;5;3;{'min_cluster_size': 98, 'min_samples': 68, 'cluster_selection_epsilon': 0.501820531907463, 'alpha': 1.4651620422877039, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.34310443401336665;0.64310443
39;maxabs;6;3;{'min_cluster_size': 108, 'min_samples': 75, 'cluster_selection_epsilon': 0.06146247969293226, 'alpha': 1.141849996978901, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.3677850484848022;0.66778505
40;maxabs;7;3;{'min_cluster_size': 116, 'min_samples': 74, 'cluster_selection_epsilon': 0.3689418070122409, 'alpha': 0.5306204213198114, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.352667760848999;0.65266776
41;maxabs;8;2;{'min_cluster_size': 146, 'min_samples': 44, 'cluster_selection_epsilon': 0.8333886488076498, 'alpha': 1.958298253020982, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.3851302146911621;0.5851302
42;maxabs;9;2;{'min_cluster_size': 147, 'min_samples': 68, 'cluster_selection_epsilon': 0.03544169776230996, 'alpha': 1.7574264879885646, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.42430042028427123;0.6243004
43;maxabs;10;2;{'min_cluster_size': 150, 'min_samples': 73, 'cluster_selection_epsilon': 0.019613767594917727, 'alpha': 1.5808295340113494, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.4018831133842468;0.6018831
44;maxabs;11;2;{'min_cluster_size': 150, 'min_samples': 75, 'cluster_selection_epsilon': 0.20788525409970904, 'alpha': 1.744240376850418, 'metric': 'euclidean', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.449890661239624;0.64989066
45;maxabs;12;3;{'min_cluster_size': 122, 'min_samples': 73, 'cluster_selection_epsilon': 0.24701365226405947, 'alpha': 1.2802446524313509, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.3699733138084411;0.6699733
46;maxabs;13;2;{'min_cluster_size': 150, 'min_samples': 70, 'cluster_selection_epsilon': 0.9245326545812772, 'alpha': 0.5992443504377107, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.4428379416465759;0.64283794
47;maxabs;14;2;{'min_cluster_size': 146, 'min_samples': 73, 'cluster_selection_epsilon': 0.338907322130449, 'alpha': 0.6952140847547847, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.4185817718505859;0.6185818
