;id;clustering;eval_method;optimization;optuna_trials;normalization;scaler;dim_red;reduction_params;dimensions;embeddings;n_clusters;best_params;centers;labels;label_counter;noise_not_noise;score_noise_ratio;penalty;penalty_range;score_w_penalty;score_w/o_penalty
10;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 15, 'min_dist': 0.5};2;"              0         1
0      0.191508 -1.113657
1      0.206029 -1.243684
2      0.135474 -1.160260
3      0.383519 -0.936598
4      0.478032 -0.864755
...         ...       ...
5061  14.046549  0.580093
5062   4.222943  4.521057
5063   4.373576  4.287560
5064   3.670361  0.951433
5065   4.078257  4.068402

[5066 rows x 2 columns]";5;{'min_cluster_size': 5, 'min_samples': 3, 'cluster_selection_epsilon': 2.024255253770348, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[ 7.482123   9.580068 ]
 [-9.026333   8.472664 ]
 [14.224798  -5.491478 ]
 [ 2.5336254 -1.9489449]
 [-4.111321   5.278842 ]]";[4 4 4 ... 4 4 4];Counter({4: 3092, 2: 1855, 0: 69, 1: 33, 3: 17});{-1: 0, 1: 5066};1.8148226271335748;;;1.8148226271335748;1.8148226271335748
11;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 15, 'min_dist': 0.7};2;"              0         1
0      0.252315 -1.053609
1      0.459624 -1.030767
2      0.454331 -1.226639
3      0.063205 -0.787969
4      0.053231 -0.591843
...         ...       ...
5061  13.361514  0.950985
5062   4.146511  3.007630
5063   4.192721  2.502986
5064   4.111007  0.969009
5065   3.865521  2.511942

[5066 rows x 2 columns]";2;{'min_cluster_size': 8, 'min_samples': 3, 'cluster_selection_epsilon': 2.24023966159756, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};"[[-1.6741866   4.1304183 ]
 [12.952556   -0.26456735]]";[0 0 0 ... 0 0 0];Counter({0: 3143, 1: 1923});{-1: 0, 1: 5066};1.7462244430981417;;;1.7462244430981417;1.7462244430981417
12;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 20, 'min_dist': 0.1};2;"              0         1
0     14.786439  8.953540
1     14.803536  8.991722
2     14.816781  8.973261
3     14.716546  8.895111
4     14.743074  8.871261
...         ...       ...
5061  -5.573635  9.733658
5062   7.788334  5.238830
5063   7.751164  5.231207
5064   6.844337  5.046824
5065   7.721989  5.239122

[5066 rows x 2 columns]";10;{'min_cluster_size': 6, 'min_samples': 2, 'cluster_selection_epsilon': 0.8533190080584848, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};"[[ 5.0885553  -3.6692998 ]
 [-0.39855212  6.538413  ]
 [ 7.023245   16.251196  ]
 [-8.059892    8.246565  ]
 [18.860598   11.70353   ]
 [-2.8820713   6.228169  ]
 [ 8.560591   10.549752  ]
 [ 7.7576313   5.229223  ]
 [-3.7500832   9.170065  ]
 [-0.6072545  12.422883  ]]";[7 7 7 ... 7 7 7];Counter({7: 3052, 9: 1321, 5: 252, 1: 170, 0: 69, 8: 61, 3: 49, 2: 34, 4: 34, 6: 24});{-1: 0, 1: 5066};1.2830361481655392;;;1.2830361481655392;1.2830361481655392
13;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 20, 'min_dist': 0.3};2;"              0          1
0     11.363565  11.656783
1     11.296453  11.755563
2     11.172677  11.756480
3     11.343189  11.505695
4     11.319830  11.518633
...         ...        ...
5061  -3.541665   8.705493
5062   7.737926   9.539755
5063   7.786580   9.621922
5064   8.242490  10.455359
5065   7.832432   9.637609

[5066 rows x 2 columns]";7;{'min_cluster_size': 2, 'min_samples': 3, 'cluster_selection_epsilon': 0.8798037017174662, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};"[[ 2.0595815 -2.2671912]
 [14.015856   3.803282 ]
 [-4.709191  15.651146 ]
 [16.041374  15.309009 ]
 [18.351273  13.738559 ]
 [-2.5316236  5.681976 ]
 [-0.9598406 11.536353 ]]";[1 1 1 ... 1 1 1];Counter({1: 3075, 6: 1636, 5: 169, 0: 69, 2: 49, 3: 34, 4: 34});{-1: 0, 1: 5066};1.7250065000008707;;;1.7250065000008707;1.7250065000008707
14;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 20, 'min_dist': 0.5};2;"              0          1
0     10.327497  10.718328
1     10.245911  10.933522
2     10.113655  10.899217
3     10.159188  10.603995
4     10.036375  10.572134
...         ...        ...
5061  -4.328670  11.697718
5062   6.443918   7.517540
5063   6.513189   7.698177
5064   6.788765   9.004487
5065   6.665276   7.744846

[5066 rows x 2 columns]";7;{'min_cluster_size': 8, 'min_samples': 2, 'cluster_selection_epsilon': 0.8193718978739909, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};"[[-0.6445216   4.3975873 ]
 [14.229229    0.87718534]
 [-1.2181847   5.8773837 ]
 [ 8.68073    15.116421  ]
 [12.470843   10.130844  ]
 [-2.0781064   7.0271444 ]
 [-5.9135556   9.914481  ]]";[4 4 4 ... 4 4 4];Counter({4: 3074, 6: 1828, 0: 69, 1: 34, 3: 34, 5: 19, 2: 8});{-1: 0, 1: 5066};1.6051999195531572;;;1.6051999195531572;1.6051999195531572
15;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 20, 'min_dist': 0.7};2;"              0          1
0     11.323648  10.524684
1     11.183681  10.757113
2     10.921393  10.835519
3     11.165287  10.358135
4     11.016821  10.219195
...         ...        ...
5061  -3.897359   9.359047
5062   5.685767   6.529879
5063   5.657473   6.764381
5064   6.385954   9.022703
5065   5.885906   6.876840

[5066 rows x 2 columns]";2;{'min_cluster_size': 2, 'min_samples': 2, 'cluster_selection_epsilon': 1.2809951506088457, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};"[[10.90775   16.085857 ]
 [ 0.5917956  3.5625992]]";[1 1 1 ... 1 1 1];Counter({1: 5032, 0: 34});{-1: 0, 1: 5066};1.10455595586794;;;1.10455595586794;1.10455595586794
16;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 50, 'min_dist': 0.1};2;"              0          1
0     10.716446   9.001127
1     10.644391   9.039939
2     10.670991   9.053219
3     10.643906   8.851673
4     10.660700   8.873616
...         ...        ...
5061  -4.840639  10.624023
5062   8.652328   6.501731
5063   8.643168   6.522750
5064   8.408763   7.722457
5065   8.648065   6.541654

[5066 rows x 2 columns]";9;{'min_cluster_size': 2, 'min_samples': 3, 'cluster_selection_epsilon': 0.6464631720009768, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};"[[ 2.6196265 -1.7179245]
 [15.055569   1.0582007]
 [-8.067899  13.170202 ]
 [ 8.638815   8.147632 ]
 [-5.6396155 14.85628  ]
 [-1.999482   8.364058 ]
 [12.196391  11.187779 ]
 [13.792862   3.8521492]
 [ 8.259438   5.693347 ]]";[8 8 8 ... 8 3 8];Counter({8: 2918, 5: 1701, 3: 137, 4: 103, 0: 69, 2: 49, 6: 34, 1: 32, 7: 23});{-1: 0, 1: 5066};1.7948718791624345;;;1.7948718791624345;1.7948718791624345
17;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 50, 'min_dist': 0.3};2;"              0         1
0     11.114369  9.395057
1     10.972787  9.473475
2     11.035111  9.527299
3     10.962683  9.251601
4     11.016077  9.275607
...         ...       ...
5061  -0.378265  8.280231
5062   8.414854  7.317534
5063   8.373219  7.352525
5064   8.266570  8.122260
5065   8.371839  7.390990

[5066 rows x 2 columns]";6;{'min_cluster_size': 7, 'min_samples': 2, 'cluster_selection_epsilon': 0.5474937202412633, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};"[[12.947527    0.40630272]
 [12.95222    11.677888  ]
 [ 1.9495434   1.8300036 ]
 [-3.9183755  11.804831  ]
 [ 0.13608128  6.8121624 ]
 [-0.03467837  7.775139  ]]";[1 1 1 ... 1 1 1];Counter({1: 3113, 5: 1794, 2: 69, 3: 50, 0: 32, 4: 8});{-1: 0, 1: 5066};1.5485855561363089;;;1.5485855561363089;1.5485855561363089
18;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 50, 'min_dist': 0.5};2;"             0          1
0     9.874766   9.985271
1     9.713008  10.160235
2     9.849520  10.217313
3     9.717897   9.822829
4     9.751900   9.882071
...        ...        ...
5061 -3.034513   8.730169
5062  7.022448   8.409145
5063  6.987899   8.545378
5064  6.599041   9.446464
5065  6.774979   8.649243

[5066 rows x 2 columns]";2;{'min_cluster_size': 2, 'min_samples': 2, 'cluster_selection_epsilon': 1.8237804616040914, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};"[[ 8.748595    0.21235712]
 [-2.5641046  10.522094  ]]";[1 1 1 ... 1 1 1];Counter({1: 5034, 0: 32});{-1: 0, 1: 5066};1.3069236292069737;;;1.3069236292069737;1.3069236292069737
19;23;hdbscan;davies_noise;optuna;200;True;standard;umap;{'metric': 'euclidean', 'n_components': 2, 'n_neighbors': 50, 'min_dist': 0.7};2;"              0          1
0     10.162514  11.042765
1     10.054304  11.400400
2     10.231787  11.528620
3      9.852866  11.043582
4      9.973942  11.182183
...         ...        ...
5061  -1.288271  10.276782
5062   7.205752   8.785295
5063   7.215228   9.019937
5064   6.699091   9.919823
5065   6.880432   9.142604

[5066 rows x 2 columns]";2;{'min_cluster_size': 5, 'min_samples': 4, 'cluster_selection_epsilon': 1.9443426871897627, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};"[[11.551371   12.241035  ]
 [-0.29809415  9.753958  ]]";[0 0 0 ... 0 0 0];Counter({0: 3144, 1: 1922});{-1: 0, 1: 5066};1.6100724711092596;;;1.6100724711092596;1.6100724711092596
