;scaler;dimension;n_clusters;best_params;best_value;best_original_value
19;minmax;10;2;{'min_cluster_size': 144, 'min_samples': 62, 'cluster_selection_epsilon': 0.01159142724108835, 'alpha': 0.593765832157549, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.763322651386261;0.76332265
20;minmax;11;2;{'min_cluster_size': 121, 'min_samples': 41, 'cluster_selection_epsilon': 0.061443975534628416, 'alpha': 0.8157468719299035, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7600263357162476;0.76002634
21;minmax;12;2;{'min_cluster_size': 104, 'min_samples': 42, 'cluster_selection_epsilon': 0.232415610092327, 'alpha': 0.8434658953687374, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.757394552230835;0.75739455
22;minmax;13;2;{'min_cluster_size': 104, 'min_samples': 55, 'cluster_selection_epsilon': 0.04697378171158493, 'alpha': 1.4250997453573369, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7508553266525269;0.7508553
23;minmax;14;2;{'min_cluster_size': 119, 'min_samples': 31, 'cluster_selection_epsilon': 0.5692129658435781, 'alpha': 1.5920114313026146, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7607946395874023;0.76079464
24;robust;3;2;{'min_cluster_size': 110, 'min_samples': 28, 'cluster_selection_epsilon': 0.25540035726524213, 'alpha': 1.4208073542111714, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7658807039260864;0.7658807
25;robust;4;2;{'min_cluster_size': 97, 'min_samples': 54, 'cluster_selection_epsilon': 0.03440662838362104, 'alpha': 1.5369324062761576, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7737299799919128;0.77373
26;robust;5;2;{'min_cluster_size': 134, 'min_samples': 67, 'cluster_selection_epsilon': 0.2787659318543639, 'alpha': 0.9267244155305934, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7586618065834045;0.7586618
27;robust;6;2;{'min_cluster_size': 96, 'min_samples': 48, 'cluster_selection_epsilon': 0.630792533720315, 'alpha': 1.4910223858265421, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7683396339416504;0.76833963
28;robust;7;2;{'min_cluster_size': 134, 'min_samples': 49, 'cluster_selection_epsilon': 0.22402844249492074, 'alpha': 1.1765894079175478, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7565668225288391;0.7565668
29;robust;8;2;{'min_cluster_size': 123, 'min_samples': 62, 'cluster_selection_epsilon': 0.09885661851248773, 'alpha': 1.931061199073196, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7639029026031494;0.7639029
30;robust;9;2;{'min_cluster_size': 132, 'min_samples': 71, 'cluster_selection_epsilon': 0.029428712671731604, 'alpha': 0.9606128771007156, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7566663026809692;0.7566663
31;robust;10;2;{'min_cluster_size': 135, 'min_samples': 39, 'cluster_selection_epsilon': 0.02136948795568862, 'alpha': 1.505723293378861, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7587953209877014;0.7587953
32;robust;11;2;{'min_cluster_size': 111, 'min_samples': 38, 'cluster_selection_epsilon': 0.01139058195514089, 'alpha': 1.9721751848796927, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7557839155197144;0.7557839
33;robust;12;2;{'min_cluster_size': 144, 'min_samples': 30, 'cluster_selection_epsilon': 0.7270906216413, 'alpha': 1.055071016270265, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.7610312700271606;0.76103127
34;robust;13;2;{'min_cluster_size': 108, 'min_samples': 52, 'cluster_selection_epsilon': 0.3083765289002364, 'alpha': 1.4459995756517152, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7605032324790955;0.76050323
35;robust;14;2;{'min_cluster_size': 122, 'min_samples': 57, 'cluster_selection_epsilon': 0.05770186336587579, 'alpha': 1.5156573154538528, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.7604942917823792;0.7604943
36;maxabs;3;2;{'min_cluster_size': 140, 'min_samples': 33, 'cluster_selection_epsilon': 0.023470016804250638, 'alpha': 1.4429342246999715, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.754386842250824;0.75438684
37;maxabs;4;2;{'min_cluster_size': 139, 'min_samples': 65, 'cluster_selection_epsilon': 0.010062147653252975, 'alpha': 1.8250099212346524, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7656312584877014;0.76563126
38;maxabs;5;2;{'min_cluster_size': 97, 'min_samples': 72, 'cluster_selection_epsilon': 0.02734319107479857, 'alpha': 0.7890486422990357, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7507330179214478;0.750733
39;maxabs;6;2;{'min_cluster_size': 119, 'min_samples': 62, 'cluster_selection_epsilon': 0.4623545640431988, 'alpha': 1.1685736088222844, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.7579329013824463;0.7579329
40;maxabs;7;2;{'min_cluster_size': 100, 'min_samples': 43, 'cluster_selection_epsilon': 0.035999784479142954, 'alpha': 0.6462722648352497, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.7669636607170105;0.76696366
41;maxabs;8;2;{'min_cluster_size': 118, 'min_samples': 73, 'cluster_selection_epsilon': 0.061972057891176165, 'alpha': 0.8350887713726898, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.7580351233482361;0.7580351
42;maxabs;9;2;{'min_cluster_size': 118, 'min_samples': 65, 'cluster_selection_epsilon': 0.09583062044016827, 'alpha': 1.9936102018361137, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.7603766918182373;0.7603767
43;maxabs;10;2;{'min_cluster_size': 120, 'min_samples': 38, 'cluster_selection_epsilon': 0.1582162165424282, 'alpha': 1.4191147418865722, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.753472089767456;0.7534721
44;maxabs;11;2;{'min_cluster_size': 127, 'min_samples': 51, 'cluster_selection_epsilon': 0.018500272129460288, 'alpha': 1.5943585262614908, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.7571934461593628;0.75719345
45;maxabs;12;2;{'min_cluster_size': 141, 'min_samples': 34, 'cluster_selection_epsilon': 0.05734371086942337, 'alpha': 1.6888181604282089, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.7550124526023865;0.75501245
46;maxabs;13;2;{'min_cluster_size': 121, 'min_samples': 26, 'cluster_selection_epsilon': 0.5922267170677976, 'alpha': 0.7006448302568303, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.7554179430007935;0.75541794
47;maxabs;14;2;{'min_cluster_size': 106, 'min_samples': 55, 'cluster_selection_epsilon': 0.20129606648945897, 'alpha': 1.81755230325744, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.759631335735321;0.75963134
