;scaler;dimension;n_clusters;best_params;best_value;best_original_value
23;minmax;14;4;{'min_cluster_size': 57, 'min_samples': 45, 'cluster_selection_epsilon': 0.19561538811713042, 'alpha': 1.6712277492124976, 'metric': 'euclidean', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.47838762556301306;0.47838762556301306
24;robust;3;3;{'min_cluster_size': 69, 'min_samples': 75, 'cluster_selection_epsilon': 0.066784859791371, 'alpha': 0.6445512152167141, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.6067382802195067;0.5067382802195067
25;robust;4;3;{'min_cluster_size': 107, 'min_samples': 75, 'cluster_selection_epsilon': 0.1768903649323401, 'alpha': 0.9893921482669287, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.5589761401374653;0.4589761401374653
26;robust;5;3;{'min_cluster_size': 142, 'min_samples': 75, 'cluster_selection_epsilon': 0.028161446186378204, 'alpha': 0.6925678058886953, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.5846607114855337;0.48466071148553364
27;robust;6;3;{'min_cluster_size': 128, 'min_samples': 75, 'cluster_selection_epsilon': 0.11793449806388692, 'alpha': 1.1833242410965268, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.5988306199212458;0.4988306199212457
28;robust;7;3;{'min_cluster_size': 85, 'min_samples': 71, 'cluster_selection_epsilon': 0.027186958306591028, 'alpha': 0.5007231393198138, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.6262751724625154;0.5262751724625154
29;robust;8;3;{'min_cluster_size': 78, 'min_samples': 75, 'cluster_selection_epsilon': 0.2315922125985503, 'alpha': 0.8303954798022462, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.60579537619732;0.5057953761973201
30;robust;9;4;{'min_cluster_size': 55, 'min_samples': 40, 'cluster_selection_epsilon': 0.08984140586827433, 'alpha': 1.6683572577039352, 'metric': 'euclidean', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.5911695329246329;0.5911695329246329
31;robust;10;3;{'min_cluster_size': 137, 'min_samples': 60, 'cluster_selection_epsilon': 0.06359160795352102, 'alpha': 0.7058140801899369, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.6482133681435052;0.5482133681435052
32;robust;11;4;{'min_cluster_size': 53, 'min_samples': 39, 'cluster_selection_epsilon': 0.220439877536287, 'alpha': 1.0590846472053994, 'metric': 'euclidean', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.6119902048868049;0.6119902048868049
33;robust;12;3;{'min_cluster_size': 57, 'min_samples': 75, 'cluster_selection_epsilon': 0.01007682659686787, 'alpha': 1.9964604773008539, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.5865150385450865;0.4865150385450865
34;robust;13;3;{'min_cluster_size': 93, 'min_samples': 75, 'cluster_selection_epsilon': 0.027169398053081082, 'alpha': 0.621924440125861, 'metric': 'chebyshev', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.589677898175325;0.489677898175325
35;robust;14;4;{'min_cluster_size': 51, 'min_samples': 58, 'cluster_selection_epsilon': 0.0839745281436633, 'alpha': 1.8136450299754143, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.47479041830155033;0.47479041830155033
36;maxabs;3;4;{'min_cluster_size': 50, 'min_samples': 63, 'cluster_selection_epsilon': 0.24419582277759017, 'alpha': 1.9954828171370216, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.47637720176430187;0.47637720176430187
37;maxabs;4;4;{'min_cluster_size': 56, 'min_samples': 60, 'cluster_selection_epsilon': 0.6491921992114786, 'alpha': 1.164969050483058, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.47357586651629235;0.47357586651629235
38;maxabs;5;4;{'min_cluster_size': 59, 'min_samples': 43, 'cluster_selection_epsilon': 0.9433276664175928, 'alpha': 1.8131139974840207, 'metric': 'euclidean', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.4713708211815898;0.4713708211815898
39;maxabs;6;4;{'min_cluster_size': 50, 'min_samples': 66, 'cluster_selection_epsilon': 0.921000946951277, 'alpha': 1.0811932569458524, 'metric': 'chebyshev', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.4957916183657812;0.4957916183657812
40;maxabs;7;4;{'min_cluster_size': 50, 'min_samples': 56, 'cluster_selection_epsilon': 0.18047135688914606, 'alpha': 0.5094340168219049, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.4688736998988367;0.4688736998988367
41;maxabs;8;4;{'min_cluster_size': 55, 'min_samples': 69, 'cluster_selection_epsilon': 0.03303008954790763, 'alpha': 1.8364629470267406, 'metric': 'euclidean', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.4398549498256396;0.4398549498256396
42;maxabs;9;4;{'min_cluster_size': 57, 'min_samples': 56, 'cluster_selection_epsilon': 0.03311576841365855, 'alpha': 1.3865714175677235, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.47607302718874844;0.47607302718874844
43;maxabs;10;4;{'min_cluster_size': 64, 'min_samples': 52, 'cluster_selection_epsilon': 0.26002608405822153, 'alpha': 0.7894056100806117, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': False};0.4712194432269353;0.4712194432269353
44;maxabs;11;4;{'min_cluster_size': 54, 'min_samples': 62, 'cluster_selection_epsilon': 0.09016926518133392, 'alpha': 0.8739685854299102, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.48320724815117294;0.48320724815117294
45;maxabs;12;4;{'min_cluster_size': 50, 'min_samples': 62, 'cluster_selection_epsilon': 0.12491156250245686, 'alpha': 1.9840231773889545, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': True};0.45525709114512375;0.45525709114512375
46;maxabs;13;4;{'min_cluster_size': 57, 'min_samples': 71, 'cluster_selection_epsilon': 0.040525030071620664, 'alpha': 1.7183442048644477, 'metric': 'manhattan', 'cluster_selection_method': 'eom', 'gen_min_span_tree': True};0.4437377260011094;0.4437377260011094
47;maxabs;14;3;{'min_cluster_size': 150, 'min_samples': 75, 'cluster_selection_epsilon': 0.01163588485188203, 'alpha': 0.848544396772887, 'metric': 'manhattan', 'cluster_selection_method': 'leaf', 'gen_min_span_tree': False};0.6391151392664685;0.5391151392664685
